"frame_num","actives_count_top5","actives_count_top1","actives_count_top05"
"392000","80","16","4"
"392200","47","2",\N
"392400","46","12","7"
"392800","29","1",\N
"393200","27","4","4"
"393400","20",\N,\N
"393800","13",\N,\N
"394200","64","7","5"
"394600","51","2",\N
"394800","41","7",\N
"395000","40","7","4"
"395200","84","10","5"
"395600","137","18","4"
"395800","75","10","4"
"39600","58","19","2"
"396000","123","20","7"
"396200","9",\N,\N
"396600","49","10","2"
"396800","41","2","2"
"397200","80","25","10"
"397600","40","12","4"
"397800","72","27","9"
"398000","49","6","5"
"398200","64","8",\N
"398600","105","22","6"
"398800","49","8","3"
"399000","64","18","10"
"399400","40","3",\N
"399800","81","12","4"
"400","46","5","5"
"4000","27","7","4"
"400000","98","10","5"
"400200","127","31","11"
"400400","85","14","5"
"400800","59","8","7"
"401000","60","10","3"
"401400","147","14","8"
"401600","59","9","9"
"401800","40","1",\N
"40200","39","3","3"
"402000","59","8","4"
"402200","35","4","4"
"402400","163","24","12"
"402600","60","6",\N
"402800","43","1",\N
"403200","113","23","12"
"403600","91","29","23"
"403800","52","8",\N
"40400","55","1","1"
"404000","83","6",\N
"404200","80","12","3"
"404600","161","51","27"
"404800","61","6",\N
"405200","54","3","2"
"405600","23","4","2"
"405800","103","18","12"
"406200","68","3","2"
"406400","79","18","4"
"406600","107","19","6"
"406800","76","13","6"
"407200","51","12","6"
"407400","27",\N,\N
"407600","117","29","14"
"407800","87","14","10"
"40800","63","2",\N
"408000","82","8","3"
"408200","58","8","2"
"408600","44","8","1"
"408800","169","45","19"
"409000","139","31","17"
"409200","72","16","8"
"409400","69","2","1"
"409600","102","14","6"
"409800","67","5","3"
"41000","45","3",\N
"410000","105","8","6"
"410200","78","15","5"
"410800","67","3","1"
"411200","33","4","4"
"411600","109","35","16"
"411800","71","11","5"
"41200","64","29","7"
"412000","18",\N,\N
"412200","38",\N,\N
"412400","72","10","5"
"412600","99","11","4"
"412800","47","7","3"
"413200","115","24","14"
"413400","78","16","9"
"413600","80","6","2"
"413800","80","12","9"
"41400","49","1","1"
"414000","74","24","17"
"414200","106","8","1"
"414400","69","9",\N
"414800","49","6","2"
"415200","38",\N,\N
"415400","130","23","3"
"415600","72","12","6"
"415800","54","6","2"
"41600","33","2","1"
"416000","70","14","4"
"416600","46","10","6"
"416800","58","6","4"
"417200","71","6","5"
"417400","75","9","6"
"417800","70","6","2"
"41800","41","20","3"
"418000","30","1","1"
"418200","89","23","5"
"418400","158","64","24"
"418600","81","18","8"
"419000","106","28","11"
"419200","131","17","2"
"419400","117","17","7"
"419600","135","24","10"
"419800","137","20","10"
"4200","51","24","5"
"420200","112","29","6"
"420400","139","48","37"
"420600","75","15","5"
"421000","45","7","2"
"421200","109","11","4"
"421400","81","10","2"
"421600","99","22","9"
"421800","48","2","2"
"422000","20",\N,\N
"422400","51","11","9"
"422600","88","14","3"
"423000","10",\N,\N
"423200","41","2",\N
"423400","79","22","14"
"42400","54","2",\N
"424000","48","5","3"
"424400","77","22","20"
"424600","103","20","5"
"425000","67","8","6"
"425800","105","25","11"
"426000","84","15","11"
"426400","39","2","1"
"426600","146","23","9"
"427000","30","1",\N
"427200","71","12","3"
"427600","74","5","3"
"427800","68","1","1"
"42800","87","23",\N
"428000","44",\N,\N
"428200","142","57","30"
"428400","50","3",\N
"428800","58","13","11"
"429000","99","15","3"
"429200","79","29","23"
"429400","77","10",\N
"429800","63","18","6"
"43000","45","2","1"
"430000","132","26","3"
"430200","46","6","3"
"430800","49","9","5"
"431200","72","13","2"
"431400","87","25","9"
"431600","25","1","1"
"431800","52","4",\N
"43200","38","20","2"
"432000","44","21","8"
"432200","62","4",\N
"432400","64","8","2"
"432800","43","8",\N
"433200","102","28","12"
"433800","104","16","8"
"43400","32","1","1"
"434000","107","16","3"
"434200","53","4","1"
"434800","65","4",\N
"435200","39","2",\N
"435400","56","7",\N
"435600","121","30","14"
"435800","105","6","3"
"43600","54","7","1"
"436000","49","8","2"
"436200","44","9","7"
"436400","93","5",\N
"436600","98","17","5"
"436800","54","12",\N
"437200","79","28","20"
"437600","79","9","7"
"437800","72","15","6"
"438000","105","22","8"
"438400","78","7","6"
"438600","136","17","6"
"439000","88","9","1"
"439200","110","11","8"
"439600","82","10","4"
"439800","47",\N,\N
"4400","53","1","1"
"44000","27","2","1"
"440000","73","6","2"
"440200","88","5","1"
"440400","75","4",\N
"440600","6",\N,\N
"440800","53","8","1"
"441000","37","7","6"
"442000","96","28","15"
"442200","47","2","2"
"442400","52","3","3"
"442600","125","23","7"
"442800","56","4","1"
"443000","70","11","2"
"443200","93","10","5"
"443600","133","44","22"
"444000","89","14","8"
"444200","70","7","6"
"444400","87","11","7"
"444600","40","5","2"
"444800","89","25","6"
"445000","77","14","8"
"445400","58","9","3"
"445600","63","11","6"
"445800","52","5","3"
"44600","38","17","1"
"446200","30",\N,\N
"446400","94","2",\N
"446600","33",\N,\N
"446800","59","10","3"
"447000","38","10","6"
"447600","59","4","1"
"447800","52","2",\N
"448000","36","10","3"
"448200","103","24","17"
"448600","46","10","2"
"448800","67","8","2"
"449000","22",\N,\N
"449200","75","13","4"
"449800","137","24","13"
"45000","40","1","1"
"450000","152","39","16"
"450400","131","24","13"
"450600","71","6","4"
"450800","110","15","4"
"451000","38","2","2"
"451200","34",\N,\N
"451400","85","21","15"
"451600","52","14","14"
"451800","134","17","6"
"45200","57","2",\N
"452400","42","13","9"
"452600","48","4","3"
"452800","72","16","4"
"453400","49","2","2"
"453600","82","1","1"
"45400","54","7","3"
"454000","87","4",\N
"454200","59","19","12"
"454400","43","2",\N
"454600","98","22","12"
"454800","67","20","9"
"455000","28","7",\N
"455200","42","6","4"
"455400","75","6","2"
"455600","70","13","1"
"455800","59","15","7"
"45600","51","2","2"
"456000","58","8","4"
"456400","101","18","5"
"456600","46","3","1"
"456800","15","3","3"
"457000","19",\N,\N
"457200","84","14","3"
"457400","43",\N,\N
"457600","49","10","6"
"457800","100","7","6"
"45800","55",\N,\N
"458000","98","14","1"
"458200","67","6",\N
"458400","22","2",\N
"458600","51","6","4"
"459000","41","12","1"
"459200","58","6",\N
"459400","133","46","23"
"459600","76","4","4"
"459800","92","28","18"
"4600","23","1",\N
"46000","61","6","4"
"460200","115","16","3"
"460800","83","10","5"
"461000","52","5","2"
"461200","39","6","4"
"462000","123","13","9"
"462200","51","4","1"
"462400","48","6","1"
"462600","87","24","15"
"462800","89","6","1"
"463000","64","15","11"
"463200","70","19","10"
"463600","88","1","1"
"463800","55","2",\N
"46400","55","5","2"
"464200","106","17","9"
"464400","24","5","3"
"465200","30","5",\N
"465400","74","11","4"
"465600","105","4","2"
"465800","56","5",\N
"466000","86","18","9"
"466200","36","2","2"
"467000","98","6","6"
"467400","46","2",\N
"467600","98","19","8"
"467800","85","14","4"
"46800","71","23","1"
"468200","87","15","5"
"468400","49","9","2"
"468800","31","12","4"
"469000","60","9","3"
"469200","31","2",\N
"469400","170","47","25"
"469600","105","27","15"
"469800","19","1",\N
"470000","138","28","5"
"470400","33","4",\N
"470600","50","2",\N
"470800","70","6","6"
"471000","100","46","30"
"471400","125","17","4"
"471800","28",\N,\N
"47200","56","24","7"
"472000","50","4","1"
"472200","37","2",\N
"472400","37","2",\N
"472600","113","11",\N
"472800","41","12","3"
"473000","98","25","11"
"473200","69","21","17"
"473400","58","5",\N
"473600","61","12","9"
"473800","20",\N,\N
"47400","54","20","1"
"474000","105","20","9"
"474200","110","18","4"
"474600","45","6","3"
"474800","11","1",\N
"475000","117","16","2"
"475600","69","6",\N
"47600","44","2","1"
"476000","69","13","1"
"476200","49","12","3"
"476600","70","12","12"
"476800","57","6",\N
"477000","46","2",\N
"477200","69","6",\N
"477800","20","7","5"
"47800","45","2",\N
"478000","67","18","6"
"478200","65","4","4"
"478400","90","24","13"
"478600","86","7",\N
"478800","42","4",\N
"479200","118","31","19"
"479400","49","7",\N
"4800","54","23","20"
"48000","84","21","12"
"480000","30","3",\N
"480200","77","12","8"
"480600","115","18","8"
"481000","51","6","2"
"481200","62","13","6"
"481400","103","16","6"
"481600","43","6","1"
"481800","67","10","6"
"482000","53",\N,\N
"482200","137","37","19"
"482400","94","24","8"
"483000","57","12","2"
"483200","96","20","8"
"483400","55","2",\N
"483600","36","2","2"
"48400","56","17",\N
"484000","53","2",\N
"484200","27","7","5"
"484400","68","1","1"
"484600","113","43","17"
"484800","40","2","1"
"485000","65","7","4"
"485200","19","3",\N
"485400","148","25","18"
"485600","28",\N,\N
"485800","61","2",\N
"48600","73","21",\N
"486000","35","6","6"
"486200","34",\N,\N
"486600","65","22","12"
"487000","22",\N,\N
"487200","33",\N,\N
"487600","32","6","4"
"48800","45","10",\N
"488400","54","3","1"
"488600","86","10","10"
"489000","55","3","2"
"489200","57","5","1"
"489600","49","3","2"
"489800","107","10","8"
"490000","42","5","3"
"490200","73","16","7"
"490400","55","7","2"
"490600","49","2","2"
"490800","63","5",\N
"491000","9",\N,\N
"491600","41","6","2"
"491800","142","34","14"
"49200","46","1","1"
"492000","53","7","3"
"492200","46","6","1"
"492400","106","7","3"
"492600","47","2","1"
"492800","59","11","4"
"493000","77","12","5"
"493400","43","10","1"
"493600","34","1",\N
"493800","77","11","4"
"49400","48","4",\N
"494000","85","9","4"
"494200","51","4","2"
"494400","37",\N,\N
"494600","49","6",\N
"494800","43","6","2"
"495000","44","5","3"
"495200","41","2","2"
"495400","42","3","2"
"495600","16","2",\N
"49600","52","17","16"
"496400","170","69","46"
"496600","79","18","4"
"497000","54","7",\N
"497200","30","3","2"
"497600","27","2","1"
"49800","62","2","1"
"498000","48","4",\N
"498600","54","5","4"
"498800","43","3","1"
"499200","54","20","16"
"499600","39","5","3"
"50000","43","18","17"
"500000","60","31","23"
"500200","109","23","13"
"500400","119","29","3"
"501000","49","3","3"
"501200","93","8","5"
"501400","45","4","4"
"501600","45",\N,\N
"501800","42","3","2"
"502000","113","21","6"
"502200","69","7","3"
"502400","49","8","3"
"502600","79","5","2"
"502800","41","6","2"
"503000","100","29","5"
"503200","87","10",\N
"503600","93","15","8"
"503800","57","13","4"
"50400","55","18","17"
"504000","65","33","20"
"504200","68","17","7"
"504400","99","14","8"
"504600","78","10","2"
"504800","77","4","1"
"505200","72","10","6"
"505400","118","15","8"
"505600","81","18","6"
"505800","97","28","14"
"50600","43","3","2"
"506000","94","25","13"
"506400","32",\N,\N
"506600","67","19","9"
"506800","32","10","3"
"507200","43","7","2"
"507600","51","13","5"
"507800","73","5","3"
"50800","54","1",\N
"508000","41","6","2"
"508400","79","10","1"
"508600","117","33","10"
"508800","47","10","3"
"509000","74","11","5"
"509400","67","11","5"
"509600","77","7","2"
"509800","55","7","2"
"51000","46","1","1"
"510000","85","17","5"
"510200","47","1",\N
"510400","41","5",\N
"511200","21","2",\N
"511600","62","8","3"
"51200","99",\N,\N
"512000","60","8","4"
"512400","113","8","5"
"512600","44","8","6"
"512800","65","15","4"
"513200","61","2",\N
"513600","56","4","4"
"513800","62","10","6"
"51400","54","1",\N
"514000","107","18",\N
"514200","61","4","3"
"514400","108","17","2"
"514600","38",\N,\N
"515000","71","10",\N
"515600","76","10","7"
"515800","31","3",\N
"516200","6",\N,\N
"516600","76","11","3"
"516800","41","5","3"
"517000","45","13","2"
"517200","24",\N,\N
"517400","39","6","2"
"517600","68","5",\N
"517800","111","11","2"
"51800","50","1",\N
"518200","126","28","9"
"518600","105","30","8"
"518800","86","5",\N
"519000","66","6","2"
"519200","64","8",\N
"519400","92","24","9"
"519600","30","4","4"
"519800","65","9","3"
"5200","83","27","11"
"52000","56","1",\N
"520200","27","4",\N
"520400","78","15","11"
"521000","109","21","12"
"521200","112","10","3"
"521400","67","5","2"
"521600","79","29","17"
"52200","50","18","17"
"522000","151","34","15"
"522200","108","15","11"
"522400","98","11","1"
"522800","64","6","1"
"523000","74","17","4"
"523200","89","27","15"
"523400","73","28","18"
"523600","52","12","4"
"523800","85","12","2"
"52400","44","3","2"
"524000","167","25","11"
"524400","37","2",\N
"524600","75","15","6"
"524800","97","16","4"
"525000","134","33","24"
"525400","80","8","8"
"525800","19",\N,\N
"52600","30","16","16"
"526000","97","32","12"
"526200","81","11","10"
"526600","34","2",\N
"527200","123","10",\N
"527600","95","17","12"
"52800","42","1","1"
"528200","64","4",\N
"528400","104","21","8"
"528600","166","35","12"
"528800","64","6","1"
"529000","178","40","20"
"529200","90","29","15"
"529400","64","6","1"
"529600","45","4",\N
"529800","67","18","3"
"53000","36","2","1"
"530000","119","13","1"
"530400","82","9","4"
"530600","77","13","4"
"531200","11","2",\N
"531400","84","8","1"
"531600","68","9","3"
"531800","11","1",\N
"53200","58","7","6"
"532000","145","52","22"
"532600","85","17","6"
"532800","84","8","6"
"533200","90","2",\N
"53400","32","3","1"
"534000","130","35","23"
"534200","19","6","4"
"534600","37",\N,\N
"534800","62","8","6"
"535200","119","17","7"
"535400","44","2",\N
"535800","35",\N,\N
"53600","58",\N,\N
"536000","64","16","4"
"536400","98","14",\N
"536600","34","6","4"
"536800","50","6","4"
"537000","85","15","9"
"537400","112","12",\N
"537600","65","6","2"
"537800","26",\N,\N
"538000","39","7","5"
"538200","72","3",\N
"538800","69","13","1"
"539000","54","12","6"
"539200","52","10","3"
"539400","47","5","3"
"539600","116","6","4"
"5400","60","18","16"
"54000","53","8","7"
"540400","72","16","5"
"540600","126","31","18"
"540800","108","25","5"
"541000","59","7","2"
"541200","112","21","13"
"541400","87","10","5"
"541600","110","28","7"
"541800","114","26","10"
"54200","47","18","16"
"542200","80","11","4"
"542400","36","5",\N
"542600","74","10","5"
"542800","73","4","3"
"543000","72","15","5"
"543200","82","19","9"
"543600","57","6","3"
"543800","67","6","2"
"544000","19","2",\N
"544200","36",\N,\N
"544400","44","10","2"
"544600","58","8","2"
"545000","50","5","1"
"545200","152","49","28"
"545400","80","6","4"
"545600","69","17","11"
"545800","85","6",\N
"54600","46","2","1"
"546000","36",\N,\N
"546200","31",\N,\N
"546600","85","9","1"
"546800","54",\N,\N
"547000","49","4","2"
"547200","125","45","29"
"547400","63",\N,\N
"547600","70","9",\N
"547800","92","19","13"
"54800","45","8","3"
"548200","138","23","11"
"548400","75","11","7"
"548800","68","3","2"
"549000","90","13","5"
"549400","92","14","4"
"549600","101","24","8"
"549800","94","29","12"
"55000","42","17","1"
"550000","89","16","8"
"550200","121","9","2"
"550400","50","8","2"
"550600","110","26","15"
"550800","72",\N,\N
"551000","37",\N,\N
"551200","59","2",\N
"551400","47","8","8"
"55200","29","1","1"
"552000","10",\N,\N
"552200","38","3","1"
"552400","74","13","10"
"552600","57","5","1"
"552800","72","9","3"
"553000","66","19","10"
"553200","107","3","2"
"553400","84","11","1"
"553600","107","27","20"
"553800","65","8","3"
"55400","34","3",\N
"554000","66","11","4"
"554200","79",\N,\N
"554600","60","9","7"
"555000","70","11","2"
"555200","138","42","27"
"555400","85","24","13"
"555800","50","4",\N
"55600","56","19","1"
"556000","54","4","1"
"556200","42","3",\N
"556400","53","9","3"
"556800","32","2",\N
"557000","47","8","1"
"557600","199","55","34"
"557800","60","1",\N
"55800","36","22","18"
"558000","125","29","10"
"558200","42","1",\N
"558400","84","7","6"
"558600","84","8","7"
"558800","86","10","7"
"559000","123","21","8"
"559600","144","28","7"
"559800","67","14","6"
"5600","84","4","1"
"56000","40","2",\N
"560200","58","10","4"
"560400","102","42","36"
"560600","69","9","4"
"560800","31","6","3"
"561000","33",\N,\N
"561200","26","3","1"
"561600","94","28","18"
"561800","59","15","8"
"56200","70","10","3"
"562000","81","33","30"
"562400","64","5",\N
"563000","114","20","7"
"563200","88","22","10"
"563400","51",\N,\N
"563600","88","36","21"
"563800","37",\N,\N
"56400","53","3","2"
"564200","76","17","11"
"564600","101","31","20"
"564800","92","18","8"
"565000","40",\N,\N
"565200","18","3",\N
"565400","86","15","14"
"565800","94","27","13"
"56600","41","2","1"
"566000","32","1",\N
"566400","69","15","5"
"566600","16",\N,\N
"566800","83","2",\N
"567400","78","25","5"
"567600","121","17","8"
"568200","109","40","21"
"568400","133","36","21"
"568800","34","3","1"
"569000","89","8","6"
"569400","117","20","7"
"569800","93","11","3"
"570000","84","11","7"
"570200","134","33","10"
"570400","58","5","2"
"570800","76","9","2"
"571200","55","7","4"
"571400","71","9",\N
"571600","93","8","6"
"571800","74","11","9"
"572000","90","12","7"
"572200","65","5","1"
"572400","91","19","8"
"572600","26",\N,\N
"573200","92","15","7"
"573400","53","2","2"
"573600","65","10","1"
"57400","46","2","1"
"574000","67","5","2"
"574200","80","14","10"
"574600","141","20","6"
"576000","28","3","1"
"576600","34","7","2"
"576800","13",\N,\N
"577000","55","8","5"
"577600","87","26","15"
"577800","24",\N,\N
"57800","47","6","2"
"578000","46",\N,\N
"578200","76","12","1"
"578400","86","22","5"
"579000","37","5","2"
"579200","79","5","3"
"579400","46","3","3"
"579800","33","3","3"
"5800","58","17","1"
"58000","39","4","3"
"580000","81","13","2"
"580200","44","5","1"
"580400","39",\N,\N
"580600","58","13","2"
"581000","91","16","11"
"581200","36","8","6"
"581400","8",\N,\N
"581800","30","2","2"
"58200","51","4","3"
"582000","67","28","5"
"582200","34","9","6"
"582400","60","34","30"
"582600","81","27","16"
"582800","90","6","6"
"583000","34","6","4"
"583200","79","17","8"
"583600","28","4","2"
"583800","14",\N,\N
"58400","41",\N,\N
"584000","19",\N,\N
"584200","17","4","1"
"584400","30",\N,\N
"584800","17","11","5"
"585200","37","4",\N
"585400","50","26","17"
"585600","6",\N,\N
"58600","49","3","3"
"586000","68","9","4"
"586400","13","1",\N
"586600","54",\N,\N
"586800","36","5","4"
"587200","45","7","1"
"587400","47","8",\N
"588000","71","23","10"
"588200","34","1",\N
"588400","104","22","7"
"588600","48","10","8"
"588800","53",\N,\N
"589000","50","14","5"
"589200","31","5","2"
"589400","56","12","2"
"589600","19","4","3"
"589800","38","8","3"
"59000","31","17","16"
"590400","50","8","3"
"590600","58","13","5"
"590800","11","2",\N
"591000","101","22","12"
"591200","20",\N,\N
"591600","71","17","10"
"591800","39",\N,\N
"59200","38","2","1"
"592000","34","3","1"
"592200","53","9","1"
"592400","44","8","4"
"593000","53","4",\N
"593200","39","2",\N
"593400","18",\N,\N
"593600","24","1",\N
"593800","58","7","2"
"59400","33","1","1"
"594000","44","11","4"
"594200","30","1",\N
"594600","47","7","4"
"595400","61",\N,\N
"595600","40","7","2"
"596000","76","14","1"
"596200","59","4","3"
"596400","60","2","1"
"596600","52","5","1"
"597000","69","2","1"
"597400","20","8",\N
"597600","49","20","18"
"597800","25",\N,\N
"59800","48","2","1"
"598000","57","8",\N
"598200","44","1","1"
"598400","55","17",\N
"598600","30","4","2"
"599000","35","5",\N
"599200","114","40","18"
"599400","38","7","2"
"599600","14","3","2"
"599800","41","6","3"
"600","44","2","2"
"60000","29","4","3"
"600000","72","3","1"
"600200","35",\N,\N
"600400","56","12","2"
"600600","18","2","1"
"600800","51","18","3"
"601000","31","18","2"
"601200","43","1",\N
"601400","63","15","10"
"60200","46","20","20"
"602000","65","9","4"
"602400","32","18",\N
"602600","49","19","19"
"602800","33","5","1"
"603000","46","6","3"
"603200","11","5","2"
"603400","26","3",\N
"60400","51","3","1"
"604200","63","9","8"
"604400","82","24","6"
"604600","29","2",\N
"605200","58","23","5"
"605400","53","1",\N
"605600","100","39","17"
"60600","52","3","1"
"606000","48",\N,\N
"606200","103","30","15"
"606400","61","5","1"
"606600","29","4","3"
"607000","127","18","7"
"607200","74","15","7"
"607400","46","12","11"
"607600","47","20",\N
"60800","66","9",\N
"608000","45","4","3"
"608400","41","2",\N
"608600","171","48","28"
"608800","28","1",\N
"609000","30","5","5"
"609200","27",\N,\N
"609400","18","2",\N
"609800","78","10","3"
"61000","53","10","4"
"610200","33","9","7"
"610400","24","2","2"
"610600","61","8","3"
"611000","128","37","12"
"611200","21","1",\N
"611400","34","3","2"
"611600","51","11","6"
"611800","141","44","26"
"61200","75","7","2"
"612200","157","46","29"
"612400","138","49","21"
"612600","109","28","20"
"612800","68","23","18"
"613000","142","57","30"
"613200","107","14","2"
"613600","152","37","26"
"613800","112","28","18"
"61400","61","16","16"
"614000","26",\N,\N
"614400","23","1","1"
"614800","104","7",\N
"615000","17","2","1"
"615200","80","25","12"
"615400","39","19","17"
"615600","103","28","8"
"615800","93","9","2"
"61600","53","10","8"
"616000","25","4","4"
"616200","77","41","19"
"616400","32","2",\N
"616600","33","17","16"
"616800","43","4","3"
"617000","13","3","2"
"617400","64","30","18"
"617600","104","26","7"
"617800","41","5","2"
"618000","44","10","1"
"618200","47","1",\N
"618400","42",\N,\N
"618800","56","13","7"
"619000","73","18","10"
"619200","67","21","16"
"619600","42","8","3"
"619800","49","17",\N
"6200","52","12","4"
"62000","214","26","14"
"620000","33","4","2"
"620200","25","1",\N
"620400","6","2","2"
"620600","104","29","17"
"620800","81","6",\N
"621000","92","31","4"
"621400","30","5","1"
"621600","19",\N,\N
"621800","70","32","11"
"62200","14","1",\N
"622000","30","7","4"
"622200","74","25","10"
"622400","58",\N,\N
"622600","62","2",\N
"622800","14","1",\N
"623000","59","7","3"
"623200","75","34","9"
"623400","98","11","4"
"623600","58","20","2"
"623800","26","1","1"
"62400","33","19","1"
"624000","44","2","2"
"624200","99","15","1"
"624800","162","38","20"
"625000","48","4","3"
"625600","82","20","8"
"625800","24","9","2"
"626200","22","8","4"
"626400","91","35","22"
"626600","99","17","8"
"627200","96","32","8"
"627400","58","12","8"
"627600","94","46","31"
"62800","39","3","2"
"628000","104","30","20"
"628200","77","15","4"
"628400","8",\N,\N
"628600","46","4",\N
"628800","32","5","2"
"629000","32","5",\N
"629400","56",\N,\N
"629600","80","13","9"
"63000","41","21","2"
"630000","68","19",\N
"630200","68","16","16"
"630400","96","41","16"
"630600","152","50","27"
"630800","66","11","4"
"631200","35","1",\N
"631400","71","2","1"
"631600","104","37","19"
"631800","98","22","18"
"63200","21","1","1"
"632000","43","9","3"
"632200","51","1","1"
"632600","57","6","2"
"632800","60","15","4"
"633000","61","12","4"
"633200","21","8","5"
"633400","33","1",\N
"633600","79","10","4"
"63400","73","20","1"
"634200","41","4","2"
"634400","18","3","2"
"634800","48","9","8"
"635000","46","5","2"
"635400","51","18","2"
"635600","108","3",\N
"63600","52","3","2"
"636000","22","1","1"
"636200","112","30","14"
"636600","21","2","2"
"636800","52",\N,\N
"637200","46","6","4"
"637400","35","5","3"
"637600","55","11","9"
"637800","93","40","24"
"63800","53","4","3"
"638200","85","16","10"
"638600","43","4","4"
"638800","38",\N,\N
"639000","32","6","4"
"639200","72","13",\N
"6400","37","17","16"
"64000","39","2","1"
"640000","90","13","9"
"640200","88","7","1"
"640400","62",\N,\N
"641000","47","8",\N
"641200","17","5","2"
"641400","68","6","1"
"641600","68","6","1"
"641800","30","4","3"
"64200","33","2",\N
"642000","64","8","1"
"642200","20","2","1"
"642600","54","20","11"
"643000","32","18","16"
"643600","22","1",\N
"643800","70","17","4"
"64400","47","5","3"
"644000","24","6","1"
"644200","38","4","2"
"644400","60","1",\N
"644800","16","1","1"
"645600","56","11","4"
"645800","43","8","4"
"64600","27","18","18"
"646000","69","9","8"
"646200","87","23","7"
"646400","73","11","4"
"646600","50","8","1"
"646800","81","23","20"
"647200","68","14","8"
"647400","113","22","17"
"647600","60","23","11"
"647800","21",\N,\N
"64800","61","4","1"
"648600","98","35","13"
"649000","66","11","1"
"649200","45",\N,\N
"649600","41","11","3"
"649800","20","3","2"
"650000","34","2","1"
"650200","21","5","5"
"650400","34","17","16"
"650600","33","16",\N
"650800","42","2",\N
"651000","32","5","1"
"651200","35","1","1"
"651400","112","17","11"
"651800","43","1","1"
"65200","53","1",\N
"652000","86","13","9"
"652200","21","3","3"
"652400","25","6","4"
"652600","37","3","1"
"652800","75","20","4"
"653000","19","5","3"
"653200","96","22","20"
"653400","65","7",\N
"653600","42","6",\N
"654000","42","5",\N
"654200","45","1",\N
"654400","60","10","2"
"654600","64","12","6"
"654800","48","2","2"
"655000","30",\N,\N
"655200","58","1","1"
"655400","17","7","7"
"655600","63","2","1"
"655800","25","5","5"
"65600","49","6","1"
"656000","61","1",\N
"656400","27","2","2"
"656800","61","2",\N
"657000","57","2","1"
"657200","86","17","9"
"657400","48","4","4"
"657800","110","38","25"
"658000","42","3",\N
"658200","39",\N,\N
"658600","51","6","4"
"659000","66","19","6"
"659200","98","20","6"
"659400","20",\N,\N
"659600","60","29","24"
"659800","47","5","4"
"66000","40","3","1"
"660000","42","6","2"
"660200","76","13","5"
"660400","61","9","5"
"660800","75","16",\N
"661000","113","23","6"
"661200","51","12","8"
"661400","107","26","16"
"661800","72",\N,\N
"66200","46","4","2"
"662000","12",\N,\N
"662200","62","3","2"
"662400","112","28","5"
"662800","71","13",\N
"663000","91","14","6"
"663200","36","2",\N
"663400","48","3","2"
"663600","92","12","2"
"663800","11","4","4"
"66400","65","7","5"
"664000","66","4",\N
"664200","110","16","7"
"664400","38","3",\N
"664600","83","15","2"
"664800","131","43","17"
"665000","70","7",\N
"665400","53","8","5"
"665600","60","2","2"
"665800","54","1",\N
"66600","42","8","3"
"666000","67","8","4"
"666200","85","8","3"
"666600","133","25","10"
"667000","54","8",\N
"667200","104","21","11"
"667400","48","7",\N
"667800","85","7","3"
"66800","47","1","1"
"668200","32","3",\N
"668400","49","7","1"
"668600","10",\N,\N
"668800","131","31","21"
"669600","87","4","4"
"67000","32","5",\N
"670000","67","11","5"
"670200","72","4","1"
"670400","51","5","1"
"670600","52","6","2"
"671000","84","8",\N
"671200","127","11","5"
"671600","69","3","1"
"671800","159","33","24"
"67200","82","7","1"
"672000","63","10","2"
"672200","68",\N,\N
"672400","105","21","11"
"672600","31","4","1"
"672800","86","11","6"
"673000","109","11",\N
"673200","65","11","2"
"673400","92","21","6"
"673600","98","8","6"
"673800","90","15","9"
"674000","23",\N,\N
"674200","124","24","11"
"674400","35","2","2"
"674600","57","2","2"
"674800","48","6",\N
"675000","46","18","15"
"675200","95","14","5"
"675600","62","8","2"
"675800","87","4",\N
"67600","36","1","1"
"676200","61","7","1"
"676400","109","9","5"
"676600","103","14","10"
"676800","39","2","2"
"677000","62","9","2"
"677200","66","14","7"
"677400","92","15","9"
"677800","127","9","1"
"67800","51","5",\N
"678200","66","11","5"
"678400","80","4",\N
"678600","24","2",\N
"678800","65","5","4"
"679000","103","23","8"
"679200","84","12","3"
"679400","30","2",\N
"679600","113","31","14"
"679800","92","21","9"
"6800","38","2",\N
"680000","78","15","3"
"680200","84","24","20"
"680400","69","6","6"
"680600","57","11","3"
"680800","44","4",\N
"681000","16","4",\N
"681200","69","28","14"
"681800","65","10","4"
"68200","45","1","1"
"682000","23","1","1"
"682200","79","12","8"
"682400","85","18","1"
"682600","55","1",\N
"682800","92","20","9"
"683200","83","11","2"
"683400","131","31","16"
"683600","96","11","8"
"683800","47","2","2"
"68400","54","5","1"
"684000","60","8","3"
"684200","86","10","2"
"684400","118","24","12"
"684600","82","11","1"
"684800","99","13","3"
"685000","15","3",\N
"685200","51","11","4"
"685400","40","1",\N
"685600","68","11",\N
"685800","53","6","1"
"68600","53","2","2"
"686000","67","13","3"
"686200","72","7","1"
"686400","91","14",\N
"686600","58","7","4"
"687200","52","2","1"
"687400","50","5",\N
"687600","70","17","2"
"687800","77","8","5"
"68800","88","31","3"
"688000","96","11",\N
"688200","90","9","2"
"688600","56","12","4"
"688800","51","7","5"
"689000","18",\N,\N
"689400","51","1",\N
"689800","52","5","2"
"69000","36","4","2"
"690000","83","19","7"
"690200","28","8","4"
"690400","36","2","2"
"690600","46","2",\N
"690800","67","20","4"
"691000","132","26","15"
"691600","36","3","1"
"691800","55","5","3"
"69200","42","3","3"
"692000","54","6","4"
"692400","81","22","14"
"692800","85","29","15"
